"FACILITY_ID","FACILITY_NAME","CERTIFICATION_NUMBER","AREA_OFFICE_ABBREV","FACILITY_ADDRESS_1","FACILITY_ADDRESS_2","FACILITY_CITY","FACILITY_ZIP","COUNTY","PHONE","FACILITY_WEBSITE","OPERATOR","OPERATOR_ADDRESS_1","OPERATOR_ADDRESS_2","OPERATOR_CITY","OPERATOR_STATE","OPERATOR_ZIP","MEDICARE_CERTIFIED","MEDICARE_NUMBER","MEDICAID_CERTIFIED","OWNERSHIP","MULTICAMPUS_FACILITY_ID","NOTES","OCCUPANCY_RATE","OCCUPANCY_REPORT_DATE","OCCUPANCY_EXCEPTION_COMMENT","AVERAGE_OCCUPIED_BEDS","INSP_STANDARD_HEALTH","INSP_LSC","INSP_TOTAL","INSP_HARM","INSP_PERCENT_HARM","COMP_RECEIVED","COMP_RECEIVED_PER_100","COMP_SELF_REPORTED","COMP_ONSITE","COMP_CITATIONS","COMP_CITATIONS_PER_100","ALL_SURVEYS","COMP_DEF_ADMINISTRATION","COMP_DEF_QUALITY_OF_CARE","COMP_DEF_RESIDENT_RIGHTS","COMP_DEF_RESIDENT_ASSESSMENT","COMP_DEF_DIETARY_SERVICES","COMP_DEF_PHYSICAL_ENVIRONMENT","COMP_DEF_OTHER_SERVICES","COMP_DEF_TOTAL","TOTAL_BEDS","EMPLOYEE_FLU_VACCINATION_RATE","VACCINATION_RATE_REPORT_DATE"
"588","Absolut Center for Nursing and Rehabilitation at Gasport, LLC","3158302N","1BUFF","4540 Lincoln Drive","","Gasport","14067","Niagara","7167722631","#http://www.absolutcare.com/locations/?id=65#","Absolut Center for Nursing and Rehabilitation at Gasport, LLC","4540 Lincoln Avenue","","Gasport","NY","14067","1","335533","1","Proprietary--LLC","","","0.87","21OCT2020","","77","8","5","13","0","0.00","36","46.6","0.67","16","1","1.3","5","0","0","1","0","0","0","0","1","83","0.82","31OCT2019"
"590","Rome Memorial Hospital, Inc - RHCF","3201002N","3SYR","1500 North James Street","","Rome","13440","Oneida","3153387000","#http://www.romehospital.org/Residential_Health_Care.aspx#","Rome Memorial Hospital, Inc","1500 North James Street","","Rome","NY","13440","1","335563","1","Voluntary--Not for Profit Corporation","","","0.64","21OCT2020","","73","3","3","6","0","0.00","46","62.7","0.87","9","0","0.0","4","0","0","0","0","0","0","0","0","80","0.97","31OCT2019"
"592","Colonial Park Rehabilitation and Nursing Center","3201311N","3SYR","950 Floyd Avenue","","Rome","13440","Oneida","3153365400","#http://www.colonialparkrehab.com/#","RRNC, LLC","1 Hillcrest Center Drive","Suite 225","Spring Valley","NY","10977","1","335233","1","Proprietary--LLC","","","0.78","14OCT2020","","74","22","9","31","0","0.00","127","172.3","0.76","25","8","10.9","10","0","3","2","0","0","0","2","8","80","0.94","31OCT2019"
"593","The Grand Rehabilitation and Nursing at Rome","3201310N","3SYR","801 North James Street","","Rome","13440","Oneida","3153370550","#http://facilities.thegrandhealthcare.com/rome#","Rome Center LLC","901 North James Street","","Rome","NY","13440","1","335589","1","Proprietary--LLC","","","0.76","21OCT2020","","153","28","13","41","2","0.05","178","116.2","0.61","31","15","9.8","12","1","5","5","2","0","0","2","15","160","0.78","31OCT2019"
"594","Bethany Gardens Skilled Living Center","3201308N","3SYR","800 West Chestnut Street","","Rome","13440","Oneida","3153393210","#http://www.bethanynursing.com/#","Bethany Operating Co., LLC","800 West Chestnut Street","","Rome","NY","13440","1","335732","1","Proprietary--LLC","","","0.92","21OCT2020","","94","26","13","39","1","0.03","77","81.6","0.82","17","13","13.8","8","1","4","4","3","0","0","1","13","100","0.82","31OCT2019"
"595","Betsy Ross Rehabilitation Center, Inc","3201307N","3SYR","1 Elsie Street","","Rome","13440","Oneida","3153392220","#http://betsyrossnh.com/#","Betsy Ross Rehabilitation Center, Inc","Elsie Street","","Rome","NY","13440","1","335727","1","Proprietary--Business Corporation","","","0.75","21OCT2020","","111","11","6","17","0","0.00","201","181.4","0.85","26","4","3.6","5","0","1","1","1","0","0","0","3","120","0.00","01JAN1960"
"604","Katherine Luther Residential Health Care and Rehabilitation Center","3225303N","3SYR","110 Utica Road","","Clinton","13323","Oneida","3158535515","#http://www.lutherancare.org/services/facilities-1/skilled-nursing-1#","Katherine Luther Residential Health Care and Rehabilitation Center, Inc.","110 Utica Road","","Clinton","NY","13323","1","335006","1","Voluntary--Not for Profit Corporation","","","0.62","21OCT2020","","255","46","19","65","7","0.11","243","95.1","0.82","31","21","8.2","12","3","11","3","2","0","0","2","21","280","0.75","31OCT2019"
"606","Masonic Care Community of New York","3202308N","3SYR","2150 Bleecker Street","","Utica","13501","Oneida","3157984800","#http://www.masonichomeny.org/#","Trustees Masonic Hall and Asylum Fund","71 West 23rd Street","","New York","NY","10010","1","335541","1","Voluntary--Not for Profit Corporation","","","0.90","21OCT2020","","312","5","11","16","1","0.06","102","32.7","0.90","9","4","1.3","3","0","2","1","0","0","0","0","4","320","0.86","31OCT2019"
"607","Utica Rehabilitation & Nursing Center","3202316N","3SYR","2535 Genesee Street","","Utica","13501","Oneida","3157971230","#https://uticarehab.com/#","URNC Operating, LLC","20 Wood Ct","","Tarrytown","NY","10591","1","335471","1","Proprietary--LLC","","SFF","0.76","30SEP2020","","107","54","20","74","5","0.07","155","144.9","0.54","41","28","26.2","15","0","15","5","3","1","0","4","28","120","0.71","31OCT2019"
"608","The Pines at Utica Center for Nursing & Rehabilitation","3202315N","3SYR","1800 Butterfield Ave","","Utica","13501","Oneida","3157973570","#http://www.pinesutica.com/#","Utica Crossings, LLC","1800 Butterfield Avenue","","Utica","NY","13501","1","335374","1","Proprietary--LLC","","","0.95","21OCT2020","","104","9","2","11","0","0.00","66","63.4","0.47","10","0","0.0","4","0","0","0","0","0","0","0","0","117","0.98","31OCT2019"
"609","The Grand Rehabilitation and Nursing at Utica","3202318N","3SYR","1657 Sunset Ave","","Utica","13502","Oneida","3157977392","#http://hhcc.net/#","Heritage Operating Associates, LLC","1720 Whitestone expy Ste 500","","Whitestone","NY","11357","1","335600","1","Proprietary--LLC","","","0.90","21OCT2020","","182","52","26","78","2","0.03","201","110.2","0.57","34","20","11.0","13","2","9","3","1","0","1","4","20","220","0.00","01JAN1960"
"613","Sunset Nursing and Rehabilitation Center, Inc.","3221301N","3SYR","232 Academy Street","","Boonville","13309","Oneida","3159424301","#http://www.sunsetnrc.com/#","Sunset Nursing and Rehabilitation Center, Inc.","232 Academy Street","","Booneville","NY","13309","1","335587","1","Proprietary--Business Corporation","","","0.83","21OCT2020","","110","13","8","21","0","0.00","46","41.6","0.43","16","1","0.9","4","0","1","0","0","0","0","0","1","120","0.91","31OCT2019"
"618","Waterville Residential Care Center","3226301N","3SYR","220 Tower Street","","Waterville","13480","Oneida","3158414156","#http://www.watervillecares.com/?utm_source=local&utm_campaign=gmb&utm_medium=organic#","Harding Nursing Home LLC","220 Tower Street","","Waterville","NY","13480","1","335585","1","Proprietary--LLC","","","0.89","21OCT2020","","88","13","14","27","0","0.00","117","132.4","0.85","19","3","3.4","6","0","1","0","0","0","1","1","3","92","0.46","31OCT2019"
"620","Charles T Sitrin Health Care Center Inc","3227304N","3SYR","2050 Tilden Avenue","","New Hartford","13413","Oneida","3157973114","#http://www.sitrin.com/#","Charles T Sitrin Health Care Center, Inc","Box 1000 Tilden Avenue","","New Hartford","NY","13413","1","335475","1","Voluntary--Not for Profit Corporation","","","0.73","21OCT2020","","148","11","9","20","0","0.00","61","41.1","0.72","15","1","0.7","4","0","0","0","0","0","0","1","1","187","0.86","31OCT2019"
"621","Presbyterian Home for Central New York Inc","3227303N","3SYR","4290 Middle Settlement Road","","New Hartford","13413","Oneida","3157977500","#http://www.presbyterianhome.com/#","Presbyterian Home for Central New York Inc","Middle Settlement Road Po Box 144","","New Hartford","NY","13413","1","335546","1","Voluntary--Not for Profit Corporation","","","0.58","21OCT2020","","217","14","7","21","3","0.14","154","71.0","0.73","22","5","2.3","10","0","2","2","1","0","0","0","5","236","0.85","31OCT2019"
"624","Trustees of the Eastern Star Hall and Home of the State of New York","3239300N","3SYR","8290 State Rt 69 (PO Box S)","","Oriskany","13424","Oneida","3157369311","#http://www.eshomeny.org/#","Trustees of the Eastern Star Hall and Home of the State of New York","Utica St","","Oriskany","NY","13424","1","335497","1","Voluntary--Not for Profit Corporation","","","0.46","21OCT2020","","75","7","12","19","0","0.00","43","57.6","0.93","3","0","0.0","4","0","0","0","0","0","0","0","0","84","0.90","31OCT2019"
"628","UPSTATE University Hospital at Community General","3301007H","3SYR","4900 Broad Road","","Syracuse","13215","Onondaga","3154925953","#http://www.upstate.edu/community/#","State University of New York","178-50 Linden Blvd","","Jamaica","NY","11434","1","335870","0","Public--State","","","0.00","01JAN1960","Data not available.","0","2","8","10","0","0.00","7","0.0","0.71","1","0","0.0","4","0","0","0","0","0","0","0","0","314","0.00","01JAN1960"
"633","Buffalo Community Healthcare Center","1401339N","1BUFF","1205 Delaware Avenue","","Buffalo","14209","Erie","7168853838","","EN Receiver, LLC","1205 Delaware Avenue","","Buffalo","NY","14209","1","335640","1","Proprietary--LLC","","","0.96","21OCT2020","","85","59","48","107","3","0.03","155","181.6","0.57","25","16","18.7","10","2","6","4","0","0","2","2","16","95","0.38","31OCT2019"
"647","Jewish Home of Central New York","3301309N","3SYR","4101 E Genesee St","","Syracuse","13214","Onondaga","3154469111","#http://menorahparkofcny.com/continuum-of-care/jewish-health-rehabilitation/#","Jewish Home of Central NY Inc","4101 East Genesee Street","","Syracuse","NY","13214","1","335190","1","Voluntary--Not for Profit Corporation","","","0.87","21OCT2020","","127","38","22","60","0","0.00","59","46.4","0.68","20","7","5.5","7","0","3","3","0","1","0","0","7","132","0.92","31OCT2019"
"648","Loretto Health and Rehabilitation Center","3301327N","3SYR","700 East Brighton Avenue","","Syracuse","13205","Onondaga","3154133708","#https://www.lorettocny.org/locations/loretto-health-and-rehabilitation-center#","Loretto Health and Rehabilitation Center","700 East Brighton Avenue","","Syracuse","NY","13205","1","335136","1","Voluntary--Not for Profit Corporation","","","0.86","21OCT2020","","562","29","13","42","0","0.00","537","95.6","0.78","76","13","2.3","9","1","7","2","2","0","0","1","13","583","0.94","31OCT2019"
"650","Van Duyn Center for Rehabilitation and Nursing","3301328N","3SYR","5075 West Seneca Turnpike","","Syracuse","13215","Onondaga","3154496000","#http://www.ongov.net/vanduyn/#","VDRNC, LLC","1 Hillcrest Ctr Ste 225","","Spring Valley","NY","10977","1","335184","1","Proprietary--LLC","","","0.76","21OCT2020","","458","57","20","77","2","0.03","417","91.1","0.39","85","39","8.5","16","1","21","7","3","2","1","4","39","513","0.75","31OCT2019"
"651","Houghton Rehabilitation & Nursing Center","0226302N","1BUFF","9876 Luckey Dr","","Houghton","14744","Allegany","5855672207","#https://houghtonrnc.com/#","Absolut Center for Nursing and Rehabilitation at Houghton, LLC","9876 Luckey Drive","","Houghton","NY","14744","1","335641","1","Proprietary--LLC","","","0.74","21OCT2020","","82","19","6","25","0","0.00","116","142.0","0.88","14","2","2.4","6","0","0","1","0","0","0","1","2","100","0.99","31OCT2019"
"654","Central Park Rehabilitation and Nursing Center","3301326N","3SYR","116 Martin Luther King East","","Syracuse","13205","Onondaga","3154751641","#http://www.centralparkrehab.com/#","CPRNC, LLC","116 Martin Luther King East","","Syracuse","NY","13205","1","335253","1","Proprietary--LLC","","","0.99","21OCT2020","","154","6","9","15","0","0.00","76","49.4","0.39","18","1","0.6","4","0","0","1","0","0","0","0","1","160","0.91","31OCT2019"
"655","St Camillus Residential Health Care Facility","3301321N","3SYR","813 Fay Road","","Syracuse","13219","Onondaga","3154882951","#http://www.st-camillus.org/#","St Camillus Residential Health Care Facility","813 Fay Road","","Syracuse","NY","13219","1","335283","1","Voluntary--Not for Profit Corporation","","","0.62","21OCT2020","","253","16","7","23","1","0.04","179","70.6","0.54","33","6","2.4","8","1","3","1","1","0","0","0","6","284","0.76","31OCT2019"
"656","Bishop Rehabilitation and Nursing Center","3301330N","3SYR","918 James Street","","Syracuse","13203","Onondaga","3154741561","#https://www.bishopcare.com/#","Clinton Square Operations, LLC","230 Hilton Avenue","","Hempstead","NY","11550","1","335338","1","Proprietary--LLC","","","0.75","21OCT2020","","404","76","34","110","8","0.07","375","92.9","0.56","81","49","12.1","17","6","21","7","5","1","0","9","49","440","0.92","31OCT2019"
"657","The Cottages at Garden Grove, a Skilled Nursing Community","3301323N","3SYR","5460 Meltzer Court","","Cicero","13039","Onondaga","3154744431","#http://www.cottagesatgardengrove.org/#","Plaza Nursing Home Company Inc","614 South Crouse Avenue","","Syracuse","NY","13210","1","335340","1","Voluntary--Not for Profit Corporation","","","0.94","21OCT2020","","187","18","4","22","0","0.00","67","35.9","0.63","26","6","3.2","7","0","1","3","1","0","1","0","6","156","0.89","31OCT2019"
"664","Sunnyside Care Center","3321301N","3SYR","7000 Collamer Rd","","East Syracuse","13057","Onondaga","3156567218","#https://www.sunnysidecare.com/Home#","Sunnyside Care Center LLC","700 Collamer Rd","","East Syracuse","NY","13057","1","335409","1","Proprietary--LLC","","","0.99","21OCT2020","","76","14","3","17","0","0.00","83","109.4","0.71","17","3","4.0","5","1","0","2","0","0","0","0","3","80","0.88","31OCT2019"
"672","Living Center at Geneva - North","3402303N","2ROCH","196-198 North Street","","Geneva","14456","Ontario","5857874730","#http://www.flhealth.org/body.cfm?id=296#","Geneva Nursing Home II, Inc","196-198 North Street","","Geneva","NY","14456","1","335098","1","Voluntary--Not for Profit Corporation","672","","0.43","21OCT2020","","75","22","15","37","1","0.03","303","100.0","0.92","57","6","2.0","7","0","2","2","1","0","0","1","6","160","1.00","31OCT2019"
"674","Living Center at Geneva - South","3402302N","2ROCH","196-198 North Street","","Geneva","14456","Ontario","3157874730","#http://www.flhealth.org/body.cfm?id=297#","Geneva Nursing Home Inc","196-198 North St","","Geneva","NY","14456","1","335098","1","Voluntary--Not for Profit Corporation","672","","0.44","21OCT2020","","77","0","0","0","0","0.00","0","0.0","0.00","0","0","0.0","0","0","0","0","0","0","0","0","0","103","0.95","31OCT2019"
"677","Clifton Springs Hospital and Clinic Extended Care","3421000N","2ROCH","2 Coulter Road","","Clifton Springs","14432","Ontario","3154629561","#http://www.cliftonspringshospital.org/#","Clifton Springs Sanitarium Co","2 Coulter Road","","Clifton Springs","NY","14432","1","335361","1","Voluntary--Not for Profit Corporation","","","0.83","21OCT2020","","103","9","4","13","0","0.00","68","66.0","0.85","20","1","1.0","4","0","0","0","1","0","0","0","1","108","0.83","31OCT2019"
"681","M.M. Ewing Continuing Care Center","3429300N","2ROCH","350 Parrish Street","","Canandaigua","14424","Ontario","5853966020","#http://www.thompsonhealth.com/SeniorbrLiving/SeniorLiving/MMEwingContinuingCareCenter.aspx#","M.M. Ewing Continuing Care Center","350 Parrish Street","","Canandaigua","NY","14424","1","335345","1","Voluntary--Not for Profit Corporation","","","0.93","21OCT2020","","178","9","4","13","0","0.00","118","66.3","0.97","23","4","2.2","5","0","1","3","0","0","0","0","4","178","0.91","31OCT2019"
"682","Elm Manor Nursing and Rehabilitation Center","3429305N","2ROCH","210 N Main Street","","Canandaigua","14424","Ontario","5853943883","#http://elmrehab.com/#","ILF Operating LLC","210 N Main Street","","Canandaigua","NY","14424","1","335255","1","Proprietary--LLC","","","0.70","21OCT2020","","40","22","4","26","0","0.00","38","94.3","0.29","17","3","7.4","5","1","1","0","0","0","0","1","3","46","0.00","01JAN1960"
"683","Ontario Center for Rehabilitation and Healthcare","3429304N","2ROCH","3062 County Complex Drive","","Canandaigua","14424","Ontario","5853964340","#http://www.co.ontario.ny.us/healthfacility#","Ontario Operations Associates LLC","4770 White Plains Road","","Bronx","NY","10470","1","335564","1","Proprietary--LLC","","","0.96","14OCT2020","","91","55","17","72","0","0.00","177","195.5","0.64","58","31","34.2","13","2","13","7","5","0","0","1","31","98","0.94","31OCT2019"
"691","Highland Rehabilitation and Nursing Center","3501305N","6NROC","120 Highland Avenue","","Middletown","10940","Orange","8453421033","#http://highlandrnc.com/#","HRNC Operating, LLC","10 Ellington Way","","Spring Valley","NY","10977","1","335526","1","Proprietary--LLC","","","0.95","21OCT2020","","92","15","17","32","0","0.00","68","74.2","0.28","26","0","0.0","5","0","0","0","0","0","0","0","0","98","0.94","31OCT2019"
"696","Sapphire Nursing at Meadow Hill","3502305N","6NROC","172 Meadow Hill Road","","Newburgh","12550","Orange","8455641700","#http://elant.org/?page_id=134#","Newburgh Operations, LLC","172 Meadow Hill Road","","Newburgh","NY","12550","1","335464","1","Proprietary--LLC","","","0.78","21OCT2020","","181","19","17","36","0","0.00","97","53.4","0.65","16","3","1.7","6","0","1","1","1","0","0","0","3","190","0.82","31OCT2019"
"702","The Valley View Center for Nursing Care and Rehabilitation","3523301N","6NROC","2 Glenmere Cove Road","","Goshen","10924","Orange","8452914740","#https://www.orangecountygov.com/753/Valley-View-Center#","Orange County","255 Main Street","","Goshen","NY","10924","1","335238","1","Public--County","","","0.87","21OCT2020","","339","16","17","33","0","0.00","36","10.6","0.33","14","4","1.2","6","1","0","1","1","0","0","0","4","360","0.89","31OCT2019"
"710","Montgomery Nursing and Rehabilitation Center","3561302N","6NROC","2817 Albany Post Road, Box 158","","Montgomery","12549","Orange","8454573155","#http://www.montgomeryrehab.com/#","Montgomery Operating Co., LLC","281 Albany Post Road","","Montgomery","NY","12540","1","335396","1","Proprietary--LLC","","","0.86","14OCT2020","","94","12","7","19","0","0.00","83","88.7","0.75","17","1","1.1","5","0","0","0","0","0","0","1","1","100","0.66","31OCT2019"
"716","The Villages of Orleans Health and Rehabilitation Center","3620301N","1BUFF","14012 Route 31","","Albion","14411","Orleans","5855893225","#https://profiles.health.ny.gov/nursing_home/view/150510#","Comprehensive at Orleans LLC","14012 Route 31","","Albion","NY","14411","1","335212","1","Proprietary--LLC","","","0.76","21OCT2020","","112","39","29","68","2","0.03","148","132.3","0.56","48","25","22.3","18","6","3","7","0","0","3","3","23","120","0.94","31OCT2019"
