"REG_SET_ID","TAG_NUMBER","CFR","TAG_TYPE","TAG_TITLE","TAG_TEXT"
"K307","0271","NFPA 101","S","DISCHARGE FROM EXITS","Discharge from Exits
Exit discharge is arranged in accordance with 7.7, provides a level walking surface meeting the provisions of 7.1.7 with respect to changes in elevation and shall be maintained free of obstructions. Additionally, the exit discharge shall be a hard packed all-weather travel surface.
18.2.7, 19.2.7"
"K307","0281","NFPA 101","S","ILLUMINATION OF MEANS OF EGRESS","Illumination of Means of Egress
Illumination of means of egress, including exit discharge, is arranged in accordance with 7.8 and shall be either continuously in operation or capable of automatic operation without manual intervention.
18.2.8, 19.2.8"
"K307","0291","NFPA 101","S","EMERGENCY LIGHTING","Emergency Lighting
Emergency lighting of at least 1-1/2-hour duration is provided automatically in accordance with 7.9.
18.2.9.1, 19.2.9.1"
"K307","0293","NFPA 101","S","EXIT SIGNAGE","Exit Signage
2012 EXISTING
Exit and directional signs are displayed in accordance with 7.10 with continuous illumination also served by the emergency lighting system.
19.2.10.1
(Indicate N/A in one-story existing occupancies with less than 30 occupants where the line of exit travel is obvious.)"
"K307","0300","NFPA 101","S","PROTECTION - OTHER","Protection - Other
List in the REMARKS section any LSC Section 18.3 and 19.3 Protection requirements that are not addressed by the provided K-tags, but are deficient. This information, along with the applicable Life Safety Code or NFPA standard citation, should be included on Form CMS-2567.



"
"K307","0311","NFPA 101","S","VERTICAL OPENINGS - ENCLOSURE","Vertical Openings - Enclosure
2012 EXISTING
Stairways, elevator shafts, light and ventilation shafts, chutes, and other vertical openings between floors are enclosed with construction having a fire resistance rating of at least 1 hour. An atrium may be used in accordance with 8.6.
19.3.1.1 through 19.3.1.6
If all vertical openings are properly enclosed with construction providing at least a 2-hour fire resistance rating, also check this 
box."
"K307","0321","NFPA 101","S","HAZARDOUS AREAS - ENCLOSURE","Hazardous Areas - Enclosure 
Hazardous areas are protected by a fire barrier having 1-hour fire resistance rating (with 3/4 hour fire rated doors) or an automatic fire extinguishing system in accordance with 8.7.1 or 19.3.5.9. When the approved automatic fire extinguishing system option is used, the areas shall be separated from other spaces by smoke resisting partitions and doors in accordance with 8.4. Doors shall be self-closing or automatic-closing and permitted to have nonrated or field-applied protective plates that do not exceed 48 inches from the bottom of the door. 
Describe the floor and zone locations of hazardous areas that are deficient in REMARKS. 
19.3.2.1, 19.3.5.9

Area					Automatic Sprinkler	Separation	N/A	
a. Boiler and Fuel-Fired Heater Rooms
b. Laundries (larger than 100 square feet)
c. Repair, Maintenance, and Paint Shops
d. Soiled Linen Rooms (exceeding 64 gallons)
e. Trash Collection Rooms
(exceeding 64 gallons)
f. Combustible Storage Rooms/Spaces
(over 50 square feet)
g. Laboratories (if classified as Severe 
Hazard - see K322)"
"K307","0324","NFPA 101","S","COOKING FACILITIES","Cooking Facilities
Cooking equipment is protected in accordance with NFPA 96, Standard for Ventilation Control and Fire Protection of Commercial Cooking Operations, unless: 
* residential cooking equipment (i.e., small appliances such as microwaves, hot plates, toasters) are used for food warming or limited cooking in accordance with 18.3.2.5.2, 19.3.2.5.2
* cooking facilities open to the corridor in smoke compartments with 30 or fewer patients comply with the conditions under 18.3.2.5.3, 19.3.2.5.3, or
* cooking facilities in smoke compartments with 30 or fewer patients comply with conditions under 18.3.2.5.4, 19.3.2.5.4.
Cooking facilities protected according to NFPA 96 per 9.2.3 are not required to be enclosed as hazardous areas, but shall not be open to the corridor. 
18.3.2.5.1 through 18.3.2.5.4, 19.3.2.5.1 through 19.3.2.5.5, 9.2.3, TIA 12-2



"
"K307","0325","NFPA 101","S","ALCOHOL BASED HAND RUB DISPENSER (ABHR)","Alcohol Based Hand Rub Dispenser (ABHR)
ABHRs are protected in accordance with 8.7.3.1, unless all conditions are met:
* Corridor is at least 6 feet wide
* Maximum individual dispenser capacity is 0.32 gallons (0.53 gallons in suites) of fluid and 18 ounces of Level 1 aerosols
* Dispensers shall have a minimum of 4-foot horizontal spacing
* Not more than an aggregate of 10 gallons of fluid or 135 ounces aerosol are used in a single smoke compartment outside a storage cabinet, excluding one individual dispenser per room
* Storage in a single smoke compartment greater than 5 gallons complies with NFPA 30
* Dispensers are not installed within 1 inch of an ignition source
* Dispensers over carpeted floors are in sprinklered smoke compartments
* ABHR does not exceed 95 percent alcohol
* Operation of the dispenser shall comply with Section 18.3.2.6(11) or 19.3.2.6(11)
* ABHR is protected against inappropriate access
18.3.2.6, 19.3.2.6, 42 CFR Parts 403, 418, 460, 482, 483, and 485"
"K307","0331","NFPA 101","S","INTERIOR WALL AND CEILING FINISH","Interior Wall and Ceiling Finish
2012 EXISTING
Interior wall and ceiling finishes, including exposed interior surfaces of buildings such as fixed or movable walls, partitions, columns, and have a flame spread rating of Class A or Class B. The reduction in class of interior finish for a sprinkler system as prescribed in 10.2.8.1 is permitted.
10.2, 19.3.3.1, 19.3.3.2
Indicate flame spread rating(s). _____________________"
"K307","0341","NFPA 101","S","FIRE ALARM SYSTEM - INSTALLATION","Fire Alarm System - Installation 
A fire alarm system is installed with systems and components approved for the purpose in accordance with NFPA 70, National Electric Code, and NFPA 72, National Fire Alarm Code to provide effective warning of fire in any part of the building. In areas not continuously occupied, detection is installed at each fire alarm control unit. In new occupancy, detection is also installed at notification appliance circuit power extenders, and supervising station transmitting equipment. Fire alarm system wiring or other transmission paths are monitored for integrity.
18.3.4.1, 19.3.4.1, 9.6, 9.6.1.8



"
"K307","0342","NFPA 101","S","FIRE ALARM SYSTEM - INITIATION","Fire Alarm System - Initiation
Initiation of the fire alarm system is by manual means and by any required sprinkler system alarm, detection device, or detection system. Manual alarm boxes are provided in the path of egress near each required exit. Manual alarm boxes in patient sleeping areas shall not be required at exits if manual alarm boxes are located at all nurse's stations or other continuously attended staff location, provided alarm boxes are visible, continuously accessible, and 200' travel distance is not exceeded. 
18.3.4.2.1, 18.3.4.2.2, 19.3.4.2.1, 19.3.4.2.2, 9.6.2.5"
"K307","0343","NFPA 101","S","FIRE ALARM SYSTEM - NOTIFICATION","Fire Alarm - Notification
2012 EXISTING
Positive alarm sequence in accordance with 9.6.3.4 are permitted in buildings protected throughout by a sprinkler system. Occupant notification is provided automatically in accordance with 9.6.3 by audible and visual signals.
In critical care areas, visual alarms are sufficient. The fire alarm system transmits the alarm automatically to notify emergency forces in the event of a fire.
19.3.4.3, 19.3.4.3.1, 19.3.4.3.2, 9.6.4, 9.7.1.1(1)"
"K307","0345","NFPA 101","S","FIRE ALARM SYSTEM - TESTING AND MAINTENANCE","Fire Alarm System - Testing and Maintenance 
A fire alarm system is tested and maintained in accordance with an approved program complying with the requirements of NFPA 70, National Electric Code, and NFPA 72, National Fire Alarm and Signaling Code. Records of system acceptance, maintenance and testing are readily available.
9.6.1.3, 9.6.1.5, NFPA 70, NFPA 72"
"K307","0346","NFPA 101","S","FIRE ALARM SYSTEM - OUT OF SERVICE","Fire Alarm - Out of Service 
Where required fire alarm system is out of services for more than 4 hours in a 24-hour period, the authority having jurisdiction shall be notified, and the building shall be evacuated or an approved fire watch shall be provided for all parties left unprotected by the shutdown until the fire alarm system has been returned to service. 
9.6.1.6"
"K307","0347","NFPA 101","S","SMOKE DETECTION","Smoke Detection
2012 EXISTING
Smoke detection systems are provided in spaces open to corridors as required by 19.3.6.1.
19.3.4.5.2"
"K307","0351","NFPA 101","S","SPRINKLER SYSTEM - INSTALLATION","Spinkler System - Installation
2012 EXISTING
Nursing homes, and hospitals where required by construction type, are protected throughout by an approved automatic sprinkler system in accordance with NFPA 13, Standard for the Installation of Sprinkler Systems. 
In Type I and II construction, alternative protection measures are permitted to be substituted for sprinkler protection in specific areas where state or local regulations prohibit sprinklers. 
In hospitals, sprinklers are not required in clothes closets of patient sleeping rooms where the area of the closet does not exceed 6 square feet and sprinkler coverage covers the closet footprint as required by NFPA 13, Standard for Installation of Sprinkler Systems.
19.3.5.1, 19.3.5.2, 19.3.5.3, 19.3.5.4, 19.3.5.5, 19.4.2, 19.3.5.10, 9.7, 9.7.1.1(1)"
