"FACILITY_ID","SURVEY_DATE","DEFICIENCY CATEGORY","STIP_NUMBER","STIP_DATE","FINE_ASSESSED","FACILITY_NAME","County","STIP_PDF_NAME"
"282",".","Multiple Deficiencies","NH_08_016","03/05/2008","$4,000.00","Fiddlers Green Manor Rehab And Nursing Center","Erie","pfi282nh_08_016.pdf"
"33","10/05/2007","Quality of Care","NH_08_021","04/07/2008","$2,000.00","The Grand Rehabilitation And Nrsg At Guilderland","Albany","pfi33nh_08_021.pdf"
"23","09/26/2007","Quality of Care","NH_08_022","04/14/2008","$4,000.00","Teresian House Nursing Home Co Inc","Albany","pfi23nh_08_022.pdf"
"349","10/18/2007","Quality of Care","NH_08_023","04/14/2008","$2,000.00","The Pines At Catskill Center For Nursing & Rehab","Greene","pfi349nh_08_023.pdf"
"337",".","Quality of Care","NH_08_024","04/14/2008","$4,000.00","Fulton Center For Rehabilitation And Healthcare","Fulton","pfi337nh_08_024.pdf"
"509","04/19/2007","Quality of Care","NH_08_025","04/14/2008","$1,000.00","Mayfair Care Center","Nassau","pfi509nh_08_025.pdf"
"139","06/06/2007","Multiple Deficiencies","NH_08_028","05/27/2008","$8,000.00","Plattsburgh Rehabilitation And Nursing Center","Clinton","pfi139nh_08_028.pdf"
"1579","08/28/2007","Quality of Care","NH_08_029","05/27/2008","$6,000.00","Cabrini Center For Nursing And Rehab S N F","New York","pfi1579nh_08_029.pdf"
"447","06/08/2020","Quality of Care","NH_08_030","05/27/2008","$2,000.00","Blossom South Nursing And Rehabilitation Center","Monroe","pfi447nh_08_030.pdf"
"446","03/23/2007","Quality of Care","NH_08_031","05/27/2008","$2,000.00","Brighton Manor","Monroe","pfi446nh_08_031.pdf"
"650","03/30/2007","Quality of Care","NH_08_032","05/27/2008","$6,000.00","Van Duyn Center For Rehabilitation And Nursing","Onondaga","pfi650nh_08_032.pdf"
"547","08/08/2007","Quality of Care","NH_08_034","06/18/2008","$6,000.00","Highfield Gardens Care Center Of Great Neck","Nassau","pfi547nh_08_034.pdf"
"4551","06/07/2007","Quality of Care","NH_08_035","06/18/2008","$1,000.00","Ghent Rehabilitation & Nursing Center","Columbia","pfi4551nh_08_035.pdf"
"4815","09/25/2007","Quality of Care","NH_08_037","06/20/2008","$2,000.00","N Y S Veterans Home In N Y C","Queens","pfi4815nh_08_037.pdf"
"976","11/16/2007","Quality of Care","NH_08_042","06/21/2008","$2,000.00","River View Rehabilitation And Nursing Care Center","Tioga","pfi976nh_08_042.pdf"
"1677","10/07/2007","Quality of Care","NH_08_038","06/28/2008","$4,000.00","Waterview Nursing Care Center","Queens","pfi1677nh_08_038.pdf"
"1247","12/19/2007","Quality of Care","NH_08_039","07/08/2008","$1,000.00","Williamsbridge Center For Rehabilitation And Nrsg","Bronx","pfi1247nh_08_039.pdf"
"593","08/31/2007","Quality of Care","NH_08_040","07/08/2008","$6,000.00","The Grand Rehabilitation And Nursing At Rome","Oneida","pfi593nh_08_040.pdf"
"657","08/15/2007","Quality of Care","NH_08_041","07/08/2008","$2,000.00","The Cottages At Garden Grove, A Skilled Nrsg Comm","Onondaga","pfi657nh_08_041.pdf"
"202","11/08/2008","Quality of Care","NH_08_043","07/08/2008","$2,000.00","The Eleanor Nursing Care Center","Dutchess","pfi202nh_08_043.pdf"
"560","11/20/2007","Quality of Care","NH_08_045","07/08/2008","$2,000.00","Central Island Healthcare","Nassau","pfi560nh_08_045.pdf"
"509","01/30/2008","Quality of Care","NH_08_044","07/10/2008","$2,000.00","Mayfair Care Center","Nassau","pfi509nh_08_044.pdf"
"38","11/15/2007","Multiple Deficiencies","NH_08_046","08/08/2008","$6,000.00","Cuba Memorial Hospital Inc S N F","Allegany","pfi38nh_08_046.pdf"
"1113","01/18/2008","Quality of Care","NH_08_048","08/08/2008","$2,000.00","The New Jewish Home, Sarah Neuman","Westchester","pfi1113nh_08_048.pdf"
"655","08/24/2006","Quality of Care","NH_08_049","08/08/2008","$1,000.00","St Camillus Residential Health Care Facility","Onondaga","pfi655nh_08_049.pdf"
"83","12/07/2007","Multiple Deficiencies","NH_08_050","08/08/2008","$6,000.00","The Pines Healthcare & Rehab Ctrs Machias Campus","Cattaraugus","pfi83nh_08_050.pdf"
"449","11/29/2007","Quality of Care","NH_08_051","08/08/2008","$1,000.00","Wesley Gardens Corporation","Monroe","pfi449nh_08_051.pdf"
"1231","01/15/2008","Other Services","NH_08_047","08/09/2008","$2,000.00","Eastchester Rehabilitation And Health Care Center","Bronx","pfi1231nh_08_047.pdf"
"3920","11/19/2007","Quality of Care","NH_08_052","08/20/2008","$2,000.00","Rosewood Rehabilitation And Nursing Center","Rensselaer","pfi3920nh_08_052.pdf"
"772","09/18/2007","Quality of Care","NH_08_053","08/20/2008","$2,000.00","Diamond Hill Nursing And Rehabilitation Center","Rensselaer","pfi772nh_08_053.pdf"
"161","03/29/2007","Quality of Care","NH_08_054","08/20/2008","$3,000.00","Crown Park Rehabilitation And Nursing Center","Cortland","pfi161nh_08_054.pdf"
"935","01/25/2008","Quality of Care","NH_08_055","09/05/2008","$2,000.00","Our Lady Of Consolation Nursing And Rehab Care Ctr","Suffolk","pfi935nh_08_055.pdf"
"3422","01/04/2008","Quality of Care","NH_08_056","09/05/2008","$2,000.00","St Catherine Of Siena Nrsg And Rehab Care Center","Suffolk","pfi3422nh_08_056.pdf"
"390","01/09/2008","Quality of Care","NH_08_057","09/05/2008","$2,000.00","Livingston County Center For Nursing And Rehab","Livingston","pfi390nh_08_057.pdf"
"447","12/31/2007","Quality of Care","NH_08_058","09/05/2008","$2,000.00","Blossom South Nursing And Rehabilitation Center","Monroe","pfi447nh_08_058.pdf"
"3012","02/28/2008","Quality of Care","NH_08_064","09/28/2008","$2,000.00","Buffalo Center For Rehabilitation And Nursing","Erie","pfi3012nh_08_064.pdf"
"488","10/19/2007","Multiple Deficiencies","NH_08_059","09/29/2008","$6,000.00","Capstone Center For Rehabilitation And Nursing","Montgomery","pfi488nh_08_059.pdf"
"1688","03/20/2008","Other Services","NH_08_060","09/29/2008","$2,000.00","Oceanview Nursing & Rehabilitation Care Center","Queens","pfi1688nh_08_060.pdf"
"140","01/31/2008","Resident Rights","NH_08_061","09/29/2008","$1,000.00","Meadowbrook Healthcare","Clinton","pfi140nh_08_061.pdf"
"370","01/16/2008","Quality of Care","NH_08_065","09/29/2008","$10,000.00","Mercy Of Northern New York","Jefferson","pfi370nh_08_065.pdf"
"850","12/14/2007","Quality of Care","NH_08_062","10/07/2008","$5,000.00","The Dutch Manor Nursing And Rehab Centre","Schenectady","pfi850nh_08_062.pdf"
"3053","10/25/2007","Multiple Deficiencies","NH_08_063","10/07/2008","$8,000.00","Onondaga Center For Rehabilitation And Nursing","Onondaga","pfi3053nh_08_063.pdf"
"1154","02/27/2008","Quality of Care","NH_08_066","10/15/2008","$2,000.00","Wyoming County Community Hospital S N F","Wyoming","pfi1154nh_08_066.pdf"
"22","02/25/2008","Quality of Care","NH_08_067","10/23/2008","$2,000.00","Daughters Of Sarah Nursing Center","Albany","pfi22nh_08_067.pdf"
"4323","12/27/2006","Quality of Care","NH_08_068","10/23/2008","$3,000.00","Syracuse Home Association","Onondaga","pfi4323nh_08_068.pdf"
"912","01/25/2008","Quality of Care","NH_08_069","11/19/2008","$2,000.00","Quantum Rehabilitation And Nursing L L C","Suffolk","pfi912nh_08_069.pdf"
"607","02/04/2008","Resident Rights","NH_08_070","12/04/2008","$12,000.00","Utica Rehabilitation & Nursing Center","Oneida","pfi607nh_08_070.pdf"
"1376","02/05/2008","Quality of Care","NH_08_071","12/10/2008","$4,000.00","Schulman And Schachne Inst For Nursing & Rehab","Kings","pfi1376nh_08_071.pdf"
"1078","02/29/2008","Quality of Care","NH_08_072","12/22/2008","$4,000.00","Glen Island Center For Nursing And Rehabilitation","Westchester","pfi1078nh_08_072.pdf"
"907","12/05/2007","Quality of Care","NH_09_001","12/22/2008","$4,000.00","John J Foley Skilled Nursing Facility","Suffolk","pfi907nh_09_001.pdf"
"794","09/05/2008","Quality of Care","NH_09_002","01/05/2009","$12,000.00","Summit Park Nursing Care Center","Rockland","pfi794nh_09_002.pdf"
"4323","03/27/2008","Quality of Care","NH_09_003","01/05/2009","$2,000.00","Syracuse Home Association","Onondaga","pfi4323nh_09_003.pdf"
"595","03/20/2008","Quality of Care","NH_09_004","01/05/2009","$6,000.00","Betsy Ross Rehabilitation Center, Inc","Oneida","pfi595nh_09_004.pdf"
"1599","04/16/2008","Quality of Care","NH_09_008","01/12/2009","$2,000.00","Village Care Rehabilitation And Nursing Center","New York","pfi1599nh_09_008.pdf"
"3089","03/18/2008","Quality of Care","NH_09_007","02/03/2009","$6,000.00","Terence Cardinal Cooke Health Care Center","New York","pfi3089nh_09_007.pdf"
"139","10/25/2007","Quality of Care","NH_09_006","03/08/2009","$2,000.00","Plattsburgh Rehabilitation And Nursing Center","Clinton","pfi139nh_09_006.pdf"
"7268","05/21/2007","Quality of Care","NH_09_009","03/08/2009","$8,000.00","Evergreen Commons Rehabilitation And Nursing Ctr","Rensselaer","pfi7268nh_09_009.pdf"
"1370","03/28/2008","Quality of Care","NH_09_010","03/08/2009","$4,000.00","The Riverside","New York","pfi1370nh_09_010.pdf"
"7786","07/30/2008","Quality of Care","NH_09_011","03/23/2009","$4,000.00","Huntington Hills Ctr For Health And Rehabilitation","Suffolk","pfi7786nh_09_011.pdf"
"1703","04/25/2008","Quality of Care","NH_09_005","04/03/2009","$2,000.00","Brookhaven Rehab & Health Care Center L L C","Queens","pfi1703nh_09_005.pdf"
"288",".","Multiple Deficiencies","NH_09_013","04/03/2009","$3,000.00","Beechwood Homes","Erie","pfi288nh_09_013.pdf"
"23","04/30/2008","Multiple Deficiencies","NH_09_015","04/03/2009","$4,000.00","Teresian House Nursing Home Co Inc","Albany","pfi23nh_09_015.pdf"
"370","01/19/2006","Quality of Care","NH_09_016","04/10/2009","$2,000.00","Mercy Of Northern New York","Jefferson","pfi370nh_09_016.pdf"
"160","03/21/2008","Multiple Deficiencies","NH_09_017","04/20/2009","$4,000.00","Cortland Park Rehabilitation And Nursing Center","Cortland","pfi160nh_09_017.pdf"
"949","05/23/2008","Quality of Care","NH_09_014","04/21/2009","$2,000.00","Brookside Multicare Nursing Center","Suffolk","pfi949nh_09_014.pdf"
"4037","05/08/2008","Quality of Care","NH_09_021","04/21/2009","$2,000.00","Bushwick Center For Rehabilitation And Health Care","Kings","pfi4037nh_09_021.pdf"
"1579","05/06/2008","Quality of Care","NH_09_019","04/28/2009","$2,000.00","Cabrini Center For Nursing And Rehab S N F","New York","pfi1579nh_09_019.pdf"
"1365","05/08/2008","Quality of Care","NH_09_020","04/29/2009","$4,000.00","Wartburg Nursing Home Inc","Kings","pfi1365nh_09_020.pdf"
"6248",".","Multiple Deficiencies","NH_09_022","05/18/2009","$3,000.00","Buena Vida Rehab And Nursing Center","Kings","pfi6248nh_09_022.pdf"
"800","05/07/2008","Quality of Care","NH_09_023","05/18/2009","$1,000.00","St Josephs Home","Saint Lawrence","pfi800nh_09_023.pdf"
"1258","05/27/2008","Quality of Care","NH_09_024","05/18/2009","$8,000.00","Fordham Nursing And Rehabilitation Center","Bronx","pfi1258nh_09_024.pdf"
"1235","06/10/2008","Quality of Care","NH_09_025","05/18/2009","$6,000.00","Morris Park Rehabilitation And Nursing Center","Bronx","pfi1235nh_09_025.pdf"
"1689","05/14/2008","Quality of Care","NH_09_026","06/08/2009","$6,000.00","Park Nursing Home","Queens","pfi1689nh_09_026.pdf"
"1034",".","Quality of Care","NH_09_027","06/08/2009","$2,000.00","Wayne County Nursing Home","Wayne","pfi1034nh_09_027.pdf"
"586","04/11/2008","Quality of Care","NH_09_028","06/10/2009","$2,000.00","Newfane Rehab & Health Care Center","Niagara","pfi586nh_09_028.pdf"
"1757","06/27/2008","Quality of Care","NH_09_029","07/09/2009","$20,000.00","Golden Gate Rehabilitation & Health Care Center","Richmond","pfi1757nh_09_029.pdf"
"6300","11/20/2007","Quality of Care","NH_09_030","07/09/2009","$8,000.00","New York State Veterans Home At Montrose","Westchester","pfi6300nh_09_030.pdf"
"131","09/27/2007","Quality of Care","NH_09_031","07/09/2009","$2,000.00","Valley View Manor Nursing Home","Chenango","pfi131nh_09_031.pdf"
"56","12/05/2007","Quality of Care","NH_09_032","07/27/2009","$16,000.00","Absolut Ctr For Nursing & Rehab Endicott L L C","Broome","pfi56nh_09_032.pdf"
"465","06/20/2008","Quality of Care","NH_09_033","07/30/2009","$2,000.00","The Hurlbut","Monroe","pfi465nh_09_033.pdf"
"398","07/08/2008","Quality of Care","NH_09_034","08/13/2009","$2,000.00","Oneida Health Rehabilitation And Extended Care","Madison","pfi398nh_09_034.pdf"
"310","06/27/2008","Multiple Deficiencies","NH_09_035","08/13/2009","$8,000.00","Elderwood At Ticonderoga","Essex","pfi310nh_09_035.pdf"
"655","07/31/2008","Quality of Care","NH_09_036","09/09/2009","$10,000.00","St Camillus Residential Health Care Facility","Onondaga","pfi655nh_09_036.pdf"
"1226","08/26/2008","Quality of Care","NH_09_038","10/14/2009","$4,000.00","Gold Crest Care Center","Bronx","pfi1226nh_09_038.pdf"
"5790","07/01/2008","Quality of Care","NH_09_039","10/14/2009","$6,000.00","Oneida Center For Rehabilitation And Nursing","Oneida","pfi5790nh_09_039.pdf"
"657",".","Quality of Care","NH_09_040","10/14/2009","$12,000.00","The Cottages At Garden Grove, A Skilled Nrsg Comm","Onondaga","pfi657nh_09_040.pdf"
"1374","08/06/2008","Quality of Care","NH_09_049","10/14/2009","$2,000.00","Norwegian Christian Home And Health Center","Kings","pfi1374nh_09_049.pdf"
"953","10/02/2008","Quality of Care","NH_09_042","10/18/2009","$2,000.00","Luxor Nursing And Rehabilitation At Mills Pond","Suffolk","pfi953nh_09_042.pdf"
"846","05/02/2008","Quality of Care","NH_09_041","10/19/2009","$4,000.00","Glendale Home-schdy Cnty Dept Social Services","Schenectady","pfi846nh_09_041.pdf"
"1080","09/26/2008","Quality of Care","NH_09_043","10/28/2009","$2,000.00","Sutton Park Center For Nursing And Rehabilitation","Westchester","pfi1080nh_09_043.pdf"
"772","01/16/2009","Quality of Care","NH_09_044","10/28/2009","$6,000.00","Diamond Hill Nursing And Rehabilitation Center","Rensselaer","pfi772nh_09_044.pdf"
"1399","09/17/2008","Quality of Care","NH_09_046","10/28/2009","$2,000.00","Shore View Nursing  & Rehabilitation Center","Kings","pfi1399nh_09_046.pdf"
"477","09/19/2008","Quality of Care","NH_09_047","10/28/2009","$2,000.00","St Anns Community","Monroe","pfi477nh_09_047.pdf"
"1054","11/24/2008","Physical Environment","NH_09_045","11/04/2009","$2,000.00","Nathan Miller Center For Nursing Care","Westchester","pfi1054nh_09_045.pdf"
"446","09/04/2008","Quality of Care","NH_09_048","11/09/2009","$2,000.00","Brighton Manor","Monroe","pfi446nh_09_048.pdf"
"1688","11/26/2008","Quality of Care","NH_09_050","12/04/2009","$2,000.00","Oceanview Nursing & Rehabilitation Care Center","Queens","pfi1688nh_09_050.pdf"
"195","09/26/2008","Multiple Deficiencies","NH_09_051","12/04/2009","$4,000.00","The Baptist Home At Brookmeade","Dutchess","pfi195nh_09_051.pdf"
"4148","10/24/2008","Quality of Care","NH_09_052","12/04/2009","$14,000.00","Ellis Residential & Rehabilitation Center","Schenectady","pfi4148nh_09_052.pdf"
"4551","12/30/2008","Quality of Care","NH_10_001","12/23/2009","$4,000.00","Ghent Rehabilitation & Nursing Center","Columbia","pfi4551nh_10_001.pdf"
"731","12/11/2008","Quality of Care","NH_10_002","12/23/2009","$2,000.00","Morningstar Residential Care Center","Oswego","pfi731nh_10_002.pdf"
"1694","12/15/2008","Quality of Care","NH_10_007","01/26/2010","$2,000.00","Resort Nursing Home","Queens","pfi1694nh_10_007.pdf"
"983","09/12/2008","Resident Rights","NH_10_009","01/26/2010","$6,000.00","Beechtree Center For Rehabilitation And Nursing","Tompkins","pfi983nh_10_009.pdf"
"621","10/09/2008","Quality of Care","NH_10_003","01/27/2010","$10,000.00","Presbyterian Home For Central New York Inc","Oneida","pfi621nh_10_003.pdf"
"1677","12/09/2008","Quality of Care","NH_10_004","01/27/2010","$4,000.00","Waterview Nursing Care Center","Queens","pfi1677nh_10_004.pdf"
"6232","12/05/2008","Quality of Care","NH_10_005","01/27/2010","$10,000.00","The Grand Rehabilitation And Nrsg At River Valley","Dutchess","pfi6232nh_10_005.pdf"
"474","11/25/2008","Quality of Care","NH_10_006","01/27/2010","$1,000.00","Park Ridge Nursing Home","Monroe","pfi474nh_10_006.pdf"
"6237","02/05/2008","Quality of Care","NH_10_008","01/27/2010","$12,000.00","Wingate At Beacon","Dutchess","pfi6237nh_10_008.pdf"
"973","12/12/2008","Quality of Care","NH_10_010","01/27/2010","$2,000.00","Elderwood At Waverly","Tioga","pfi973nh_10_010.pdf"
"497",".","Multiple Deficiencies","NH_10_011","02/05/2010","$2,000.00","Grandell Rehabilitation And Nursing Center","Nassau","pfi497nh_10_011.pdf"
"1249",".","Multiple Deficiencies","NH_10_012","03/09/2010","$6,000.00","Triboro Center For Rehabilitation And Nursing","Bronx","pfi1249nh_10_012.pdf"
"4522",".","Multiple Deficiencies","NH_10_013","03/18/2010","$4,000.00","Norwich Rehabilitation & Nursing Center","Chenango","pfi4522nh_10_013.pdf"
"1603","02/18/2009","Quality of Care","NH_10_014","03/22/2010","$2,000.00","The New Jewish Home, Manhattan","New York","pfi1603nh_10_014.pdf"
"1080","06/18/2009","Quality of Care","NH_10_015","04/30/2010","$4,000.00","Sutton Park Center For Nursing And Rehabilitation","Westchester","pfi1080nh_10_015.pdf"
"5568","03/09/2009","Multiple Deficiencies","NH_10_016","04/30/2010","$14,000.00","Manhattan Center For Nursing & Rehabilitation","New York","pfi5568nh_10_016.pdf"
"21","06/30/2008","Quality of Care","NH_10_017","04/30/2010","$6,000.00","Hudson Park Rehabilitation And Nursing Center","Albany","pfi21nh_10_017.pdf"
"21","12/12/2008","Quality of Care","NH_10_018","04/30/2010","$2,000.00","Hudson Park Rehabilitation And Nursing Center","Albany","pfi21nh_10_018.pdf"
"846","09/10/2008","Multiple Deficiencies","NH_10_020","06/02/2010","$14,000.00","Glendale Home-schdy Cnty Dept Social Services","Schenectady","pfi846nh_10_020.pdf"
"1218","04/27/2009","Multiple Deficiencies","NH_10_021","06/02/2010","$30,000.00","Beth Abraham Center For Rehabilitation And Nursing","Bronx","pfi1218nh_10_021.pdf"
"252","04/17/2009","Multiple Deficiencies","NH_10_023","06/16/2010","$4,000.00","St Catherine Laboure Health Care Center","Erie","pfi252nh_10_023.pdf"
"136","08/20/2008","Multiple Deficiencies","NH_10_022","06/21/2010","$6,000.00","Champlain Valley Physicians Hosp Med Ctr S N F","Clinton","pfi136nh_10_022.pdf"
"2575","07/16/2009","Multiple Deficiencies","NH_10_024","07/23/2010","$20,000.00","Dumont Center For Rehabilitation And Nursing Care","Westchester","pfi2575nh_10_024.pdf"
"488",".","Multiple Deficiencies","NH_10_025","08/05/2010","$12,000.00","Capstone Center For Rehabilitation And Nursing","Montgomery","pfi488nh_10_025.pdf"
"64","04/03/2009","Quality of Care","NH_10_026","08/05/2010","$4,000.00","Willow Point Rehabilitation And Nursing Center","Broome","pfi64nh_10_026.pdf"
"4755","06/01/2009","Quality of Care","NH_10_027","08/16/2010","$2,000.00","Our Lady Of Mercy Life Center","Albany","pfi4755nh_10_027.pdf"
"126","07/29/2009","Quality of Care","NH_10_028","09/01/2010","$2,000.00","Chasehealth Rehab And Residential Care","Chenango","pfi126nh_10_028.pdf"
"3186","05/14/2009","Multiple Deficiencies","NH_10_029","09/13/2010","$12,000.00","Auburn Senior Services Inc","Cayuga","pfi3186nh_10_029.pdf"
