Week Ending,Federal Provider Number,Provider Name,Submitted Data,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,One-Week Supply of N95 Masks,One-Week Supply of Surgical Masks,One-Week Supply of Eye Protection,One-Week Supply of Gowns,One-Week Supply of Gloves,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County
5/31/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,0,23,4,41,0,0,0,583,518,22,32,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,79.2,0,0,Onondaga
6/7/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,1,24,5,46,1,1,1,583,512,6,38,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,89.8,2,2.2,Onondaga
6/14/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,1,25,6,52,6,4,5,583,508,3,41,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,102.4,9.8,9.6,Onondaga
6/21/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,0,25,0,52,4,0,5,583,508,3,44,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,102.4,9.8,9.6,Onondaga
6/28/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,1,26,0,52,6,0,5,583,502,0,44,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,103.6,10,9.6,Onondaga
7/5/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,1,27,1,53,0,0,5,583,498,0,44,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,106.4,10,9.4,Onondaga
7/12/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,0,27,0,53,4,0,5,583,501,0,44,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,105.8,10,9.4,Onondaga
7/19/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,0,27,0,53,4,0,5,583,500,0,44,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,106,10,9.4,Onondaga
7/26/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,0,27,0,53,0,0,5,583,509,2,46,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,104.1,9.8,9.4,Onondaga
8/2/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,0,27,0,53,4,0,5,583,506,0,46,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,104.7,9.9,9.4,Onondaga
8/9/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,0,27,0,53,3,0,5,583,507,1,47,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,104.5,9.9,9.4,Onondaga
8/16/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,0,27,0,53,3,0,5,583,512,0,47,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,103.5,9.8,9.4,Onondaga
8/23/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,0,27,0,53,2,0,5,583,514,1,48,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,103.1,9.7,9.4,Onondaga
8/30/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,0,27,0,53,3,0,5,583,516,0,48,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,102.7,9.7,9.4,Onondaga
9/6/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,0,27,0,53,1,0,5,583,512,1,49,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,103.5,9.8,9.4,Onondaga
9/13/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,0,27,1,54,3,0,5,583,507,0,49,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,106.5,9.9,9.3,Onondaga
9/20/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,0,27,0,54,3,0,5,583,513,0,49,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,105.3,9.7,9.3,Onondaga
9/27/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,0,27,0,54,3,0,5,583,509,0,49,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,106.1,9.8,9.3,Onondaga
10/4/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,0,27,0,54,4,0,5,583,504,0,49,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,107.1,9.9,9.3,Onondaga
10/11/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,0,27,0,54,4,0,5,583,502,0,49,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,107.6,10,9.3,Onondaga
10/18/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,0,27,0,54,3,0,5,583,503,1,50,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,107.4,9.9,9.3,Onondaga
10/25/20,335136,LORETTO HEALTH AND REHABILITATION CENTER,Y,0,27,0,54,3,0,5,583,502,0,50,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,107.6,10,9.3,Onondaga
5/24/20,335139,FOREST HILLS CARE CENTER,Y,3,3,0,0,2,1,1,100,76,1,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,13.2,,Queens
5/31/20,335139,FOREST HILLS CARE CENTER,Y,4,7,0,0,1,0,1,100,75,1,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,13.3,,Queens
6/7/20,335139,FOREST HILLS CARE CENTER,Y,1,8,0,0,0,0,1,100,73,1,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,13.7,,Queens
6/14/20,335139,FOREST HILLS CARE CENTER,Y,6,14,0,0,0,0,1,100,73,1,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,13.7,,Queens
6/21/20,335139,FOREST HILLS CARE CENTER,Y,0,14,0,0,0,0,1,100,74,2,6,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,13.5,,Queens
6/28/20,335139,FOREST HILLS CARE CENTER,Y,0,14,0,0,0,0,1,100,72,1,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,13.9,,Queens
7/5/20,335139,FOREST HILLS CARE CENTER,Y,0,14,0,0,0,0,1,100,73,0,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,13.7,,Queens
7/12/20,335139,FOREST HILLS CARE CENTER,Y,0,14,0,0,0,0,1,100,70,0,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,14.3,,Queens
7/19/20,335139,FOREST HILLS CARE CENTER,Y,0,14,0,0,0,0,1,100,74,0,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,13.5,,Queens
7/26/20,335139,FOREST HILLS CARE CENTER,Y,0,14,0,0,1,0,1,100,77,0,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,13,,Queens
8/2/20,335139,FOREST HILLS CARE CENTER,Y,0,14,0,0,0,0,1,100,78,0,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,12.8,,Queens
8/9/20,335139,FOREST HILLS CARE CENTER,Y,0,14,0,0,1,0,1,100,76,0,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,13.2,,Queens
8/16/20,335139,FOREST HILLS CARE CENTER,Y,0,14,0,0,0,0,1,100,75,0,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,13.3,,Queens
8/23/20,335139,FOREST HILLS CARE CENTER,Y,0,14,0,0,0,0,1,100,75,0,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,13.3,,Queens
8/30/20,335139,FOREST HILLS CARE CENTER,Y,0,14,0,0,0,0,1,100,81,0,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,12.3,,Queens
9/6/20,335139,FOREST HILLS CARE CENTER,Y,0,14,0,0,1,0,1,100,84,1,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,11.9,,Queens
9/13/20,335139,FOREST HILLS CARE CENTER,Y,0,14,0,0,1,0,1,100,82,0,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,12.2,,Queens
9/20/20,335139,FOREST HILLS CARE CENTER,Y,0,14,0,0,0,0,1,100,77,0,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,13,,Queens
9/27/20,335139,FOREST HILLS CARE CENTER,Y,0,14,0,0,1,0,1,100,74,0,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,13.5,,Queens
10/4/20,335139,FOREST HILLS CARE CENTER,Y,0,14,0,0,0,0,1,100,78,0,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,12.8,,Queens
10/11/20,335139,FOREST HILLS CARE CENTER,Y,0,14,0,0,0,0,1,100,78,0,8,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,,,,0,12.8,,Queens
10/18/20,335139,FOREST HILLS CARE CENTER,Y,0,14,0,0,0,0,1,100,75,0,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,13.3,,Queens
10/25/20,335139,FOREST HILLS CARE CENTER,Y,0,14,0,0,0,0,1,100,71,0,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,14.1,,Queens
5/24/20,335140,BELAIR CARE CENTER INC,Y,31,31,13,13,5,3,3,102,77,48,48,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,168.8,39,23.1,Nassau
5/31/20,335140,BELAIR CARE CENTER INC,Y,0,31,0,13,0,0,3,102,89,5,53,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,146.1,33.7,23.1,Nassau
6/7/20,335140,BELAIR CARE CENTER INC,Y,0,31,0,13,0,0,3,102,97,17,70,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,134,30.9,23.1,Nassau
6/14/20,335140,BELAIR CARE CENTER INC,Y,0,31,8,21,12,3,6,102,92,7,77,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,228.3,65.2,28.6,Nassau
6/21/20,335140,BELAIR CARE CENTER INC,Y,0,31,0,21,2,0,6,102,91,4,81,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,230.8,65.9,28.6,Nassau
6/28/20,335140,BELAIR CARE CENTER INC,Y,0,31,0,21,0,0,6,102,88,0,81,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,238.6,68.2,28.6,Nassau
7/5/20,335140,BELAIR CARE CENTER INC,Y,0,31,0,21,0,0,6,102,96,3,84,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,218.8,62.5,28.6,Nassau
7/12/20,335140,BELAIR CARE CENTER INC,Y,0,31,0,21,2,0,6,102,96,3,87,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,218.8,62.5,28.6,Nassau
7/19/20,335140,BELAIR CARE CENTER INC,Y,0,31,0,21,3,0,6,102,96,1,88,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,218.8,62.5,28.6,Nassau
7/26/20,335140,BELAIR CARE CENTER INC,Y,1,32,0,21,1,0,6,102,96,1,89,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,218.8,62.5,28.6,Nassau
8/2/20,335140,BELAIR CARE CENTER INC,Y,0,32,1,22,1,0,6,102,88,0,89,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,250,68.2,27.3,Nassau
8/9/20,335140,BELAIR CARE CENTER INC,Y,0,32,0,22,1,0,6,102,85,0,89,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,258.8,70.6,27.3,Nassau
8/16/20,335140,BELAIR CARE CENTER INC,Y,0,32,0,22,0,0,6,102,87,0,89,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,252.9,69,27.3,Nassau
8/23/20,335140,BELAIR CARE CENTER INC,Y,0,32,0,22,1,0,6,102,95,0,89,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,231.6,63.2,27.3,Nassau
8/30/20,335140,BELAIR CARE CENTER INC,Y,0,32,0,22,0,0,6,102,95,1,90,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,231.6,63.2,27.3,Nassau
9/6/20,335140,BELAIR CARE CENTER INC,Y,0,32,0,22,1,0,6,102,94,0,90,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,234,63.8,27.3,Nassau
9/13/20,335140,BELAIR CARE CENTER INC,Y,0,32,0,22,0,0,6,102,86,0,90,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,255.8,69.8,27.3,Nassau
9/20/20,335140,BELAIR CARE CENTER INC,Y,0,32,0,22,1,0,6,102,89,0,90,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,247.2,67.4,27.3,Nassau
9/27/20,335140,BELAIR CARE CENTER INC,Y,0,32,0,22,0,0,6,102,93,0,90,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,236.6,64.5,27.3,Nassau
10/4/20,335140,BELAIR CARE CENTER INC,Y,0,32,0,22,0,0,6,102,93,0,90,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,236.6,64.5,27.3,Nassau
10/11/20,335140,BELAIR CARE CENTER INC,Y,0,32,0,22,0,0,6,102,94,0,90,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,234,63.8,27.3,Nassau
10/18/20,335140,BELAIR CARE CENTER INC,Y,0,32,0,22,3,0,6,102,95,1,91,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,231.6,63.2,27.3,Nassau
10/25/20,335140,BELAIR CARE CENTER INC,Y,0,32,0,22,0,0,6,102,96,0,91,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,229.2,62.5,27.3,Nassau
5/24/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,4,4,0,0,1,1,1,102,67,2,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,14.9,,Nassau
5/31/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,1,5,5,5,0,0,1,102,69,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,72.5,14.5,20,Nassau
6/7/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,0,5,0,0,1,102,67,5,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,74.6,14.9,20,Nassau
6/14/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,1,6,0,0,1,102,69,5,12,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,87,14.5,16.7,Nassau
6/21/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,0,6,0,0,1,102,70,0,12,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,85.7,14.3,16.7,Nassau
6/28/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,0,6,0,0,1,102,67,0,12,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,89.6,14.9,16.7,Nassau
7/5/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,0,6,0,0,1,102,67,0,12,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,89.6,14.9,16.7,Nassau
7/12/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,0,6,0,0,1,102,71,0,12,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,84.5,14.1,16.7,Nassau
7/19/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,0,6,0,0,1,102,72,0,12,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,83.3,13.9,16.7,Nassau
7/26/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,0,6,3,0,1,102,75,0,12,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,80,13.3,16.7,Nassau
8/2/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,0,6,1,0,1,102,83,1,13,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,72.3,12,16.7,Nassau
8/9/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,0,6,0,0,1,102,82,0,13,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,73.2,12.2,16.7,Nassau
8/16/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,0,6,0,0,1,102,83,0,13,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,72.3,12,16.7,Nassau
8/23/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,0,6,1,0,1,102,83,0,13,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,72.3,12,16.7,Nassau
8/30/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,0,6,0,0,1,102,88,0,13,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,68.2,11.4,16.7,Nassau
9/6/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,0,6,0,0,1,102,86,1,14,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,69.8,11.6,16.7,Nassau
9/13/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,0,6,0,0,1,102,85,0,14,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,70.6,11.8,16.7,Nassau
9/20/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,0,6,0,0,1,102,78,0,14,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,76.9,12.8,16.7,Nassau
9/27/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,0,6,1,0,1,102,81,0,14,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,74.1,12.3,16.7,Nassau
10/4/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,0,6,0,0,1,102,76,0,14,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,78.9,13.2,16.7,Nassau
10/11/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,1,7,0,0,1,102,72,1,15,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,97.2,13.9,14.3,Nassau
10/18/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,2,9,0,0,1,102,69,1,16,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,130.4,14.5,11.1,Nassau
10/25/20,335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,Y,0,5,1,10,1,0,1,102,66,1,17,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,151.5,15.2,10,Nassau
5/24/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,146,133,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
5/31/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,146,129,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
6/7/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,146,130,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
6/14/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,0,0,0,0,146,134,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Chautauqua
6/21/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,1,1,0,0,0,146,137,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,7.3,0,0,Chautauqua
6/28/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,1,0,0,0,146,139,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,7.2,0,0,Chautauqua
7/5/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,1,0,0,0,146,134,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,7.5,0,0,Chautauqua
7/12/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,1,0,0,0,146,137,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,7.3,0,0,Chautauqua
7/19/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,1,0,0,0,146,141,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,7.1,0,0,Chautauqua
7/26/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,1,0,0,0,146,141,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,7.1,0,0,Chautauqua
8/2/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,1,0,0,0,146,140,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,7.1,0,0,Chautauqua
8/9/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,1,0,0,0,146,139,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,7.2,0,0,Chautauqua
8/16/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,1,0,0,0,146,144,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,6.9,0,0,Chautauqua
8/23/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,1,0,0,0,146,140,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,7.1,0,0,Chautauqua
8/30/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,1,0,0,0,146,144,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,6.9,0,0,Chautauqua
9/6/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,1,0,0,0,146,144,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,6.9,0,0,Chautauqua
9/13/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,1,2,0,0,146,143,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,7,0,0,Chautauqua
9/20/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,1,6,0,0,146,139,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,7.2,0,0,Chautauqua
9/27/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,1,0,0,0,146,140,2,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,7.1,0,0,Chautauqua
10/4/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,1,1,0,0,146,139,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,7.2,0,0,Chautauqua
10/11/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,1,1,0,0,146,139,1,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,7.2,0,0,Chautauqua
10/18/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,1,2,0,0,146,137,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,7.3,0,0,Chautauqua
10/25/20,335142,HERITAGE PARK REHAB & SKILLED NURSING,Y,0,0,0,1,0,0,0,146,138,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,7.2,0,0,Chautauqua
5/24/20,335143,MEADOW PARK REHABILITATION AND HEALTH CENTER L L C,Y,5,5,0,0,1,0,0,143,107,1,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,0,0,,Queens
5/31/20,335143,MEADOW PARK REHABILITATION AND HEALTH CENTER L L C,Y,0,5,1,1,1,1,1,143,104,11,12,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,9.6,9.6,100,Queens
6/7/20,335143,MEADOW PARK REHABILITATION AND HEALTH CENTER L L C,Y,2,7,2,3,0,0,1,143,104,14,26,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,28.8,9.6,33.3,Queens
6/14/20,335143,MEADOW PARK REHABILITATION AND HEALTH CENTER L L C,Y,4,11,2,5,0,0,1,143,105,6,32,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,47.6,9.5,20,Queens
6/21/20,335143,MEADOW PARK REHABILITATION AND HEALTH CENTER L L C,Y,0,11,0,5,0,0,1,143,100,2,34,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,50,10,20,Queens
6/28/20,335143,MEADOW PARK REHABILITATION AND HEALTH CENTER L L C,Y,1,12,0,5,0,0,1,143,104,5,39,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,48.1,9.6,20,Queens
7/5/20,335143,MEADOW PARK REHABILITATION AND HEALTH CENTER L L C,Y,0,12,0,5,0,0,1,143,102,1,40,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,49,9.8,20,Queens
7/12/20,335143,MEADOW PARK REHABILITATION AND HEALTH CENTER L L C,Y,0,12,0,5,0,0,1,143,103,0,40,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,48.5,9.7,20,Queens
7/19/20,335143,MEADOW PARK REHABILITATION AND HEALTH CENTER L L C,Y,1,13,1,6,0,0,1,143,105,0,40,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,57.1,9.5,16.7,Queens
7/26/20,335143,MEADOW PARK REHABILITATION AND HEALTH CENTER L L C,Y,1,14,0,6,1,0,1,143,104,0,40,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,57.7,9.6,16.7,Queens
8/2/20,335143,MEADOW PARK REHABILITATION AND HEALTH CENTER L L C,Y,0,14,0,6,1,0,1,143,102,0,40,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,58.8,9.8,16.7,Queens
8/9/20,335143,MEADOW PARK REHABILITATION AND HEALTH CENTER L L C,Y,0,14,0,6,0,0,1,143,103,0,40,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,58.3,9.7,16.7,Queens
